ts,game_id,game_name,igdb_id,viewers,channels
2026-09-12T01:35:04Z,509658,Just Chatting,,259916,4871
2026-09-12T01:35:04Z,32982,Grand Theft Auto V,1020,167455,3284
2026-09-12T01:35:04Z,743893402,WARDOGS,388285,163884,3486
2026-09-12T01:35:04Z,21779,League of Legends,115,50035,2373
2026-09-12T01:35:04Z,1264310518,Marvel Rivals,294041,48222,3535
2026-09-12T01:35:04Z,33214,Fortnite,1905,41835,5112
2026-09-12T01:35:04Z,516575,VALORANT,126459,44199,2841
2026-09-12T01:35:04Z,32399,Counter-Strike,,37503,1382
2026-09-12T01:35:04Z,509672,IRL,,33976,523
2026-09-12T01:35:04Z,1290551545,Backseat,311545,29246,12
2026-09-12T01:35:04Z,508455,Valheim,104967,30165,1164
2026-09-12T01:35:04Z,511224,Apex Legends,114795,25907,1860
2026-09-12T01:35:04Z,27471,Minecraft,135400,24591,2906
2026-09-12T01:35:04Z,29595,Dota 2,,24813,634
2026-09-12T01:35:04Z,491487,Dead by Daylight,18866,22148,2458
2026-09-12T01:35:04Z,902998079,Halloween: The Game,362096,23111,1648
2026-09-12T01:35:04Z,327598602,Onimusha: Way of the Sword,325602,20207,706
2026-09-12T01:35:04Z,498566,Slots,,21757,78
2026-09-12T01:35:04Z,512710,Call of Duty: Warzone,131800,18478,2187
2026-09-12T01:35:04Z,602040818,NBA 2K27,408823,17885,3003
2026-09-12T01:35:04Z,18122,World of Warcraft,123,16376,1064
2026-09-12T01:35:04Z,499973,Always On,,16842,418
2026-09-12T01:35:04Z,29452,Virtual Casino,45517,16295,36
2026-09-12T01:35:04Z,515025,Overwatch,125174,14211,1697
2026-09-12T01:35:04Z,491962037,Big Ambitions,152779,13316,8
2026-09-12T01:35:04Z,1357871551,The Blood of Dawnwalker,282831,11879,569
2026-09-12T01:35:04Z,512953,ELDEN RING,119133,11572,563
2026-09-12T01:35:04Z,513143,Teamfight Tactics,120176,11739,218
2026-09-12T01:35:04Z,19619,Tibia,9596,11432,617
2026-09-12T01:35:04Z,509659,ASMR,,10754,162
2026-09-12T01:35:04Z,518203,Sports,,10760,164
2026-09-12T01:35:04Z,458781,No Man's Sky,3225,10075,338
2026-09-12T01:35:04Z,460630,Rainbow Six Siege,7360,8752,1738
2026-09-12T01:35:04Z,26936,Music,,9085,585
2026-09-12T01:35:04Z,509660,Art,,8637,594
2026-09-12T01:35:04Z,1669431183,DJs,,9012,301
2026-09-12T01:35:04Z,27284,Retro,,8999,396
2026-09-12T01:35:04Z,2132205352,Deadlock,301298,8628,434
2026-09-12T01:35:04Z,23020,ROBLOX,17269,7207,2150
2026-09-12T01:35:04Z,499003,VRChat,33615,8245,256
2026-09-12T01:35:04Z,1702520304,Path of Exile 2,125642,8130,308
2026-09-12T01:35:04Z,539102438,Watch Your Plastic Duck,218659,8044,1
2026-09-12T01:35:04Z,491931,Escape from Tarkov,15536,7358,575
2026-09-12T01:35:04Z,138585,Hearthstone,1279,7488,85
2026-09-12T01:35:04Z,417528,Albion Online,19698,7506,151
2026-09-12T01:35:04Z,493057,PUBG: BATTLEGROUNDS,27789,7206,618
2026-09-12T01:35:04Z,464339927,ARC Raiders,185258,6563,892
2026-09-12T01:35:04Z,30921,Rocket League,11198,6036,1146
2026-09-12T01:35:04Z,461221,MARVEL Contest of Champions,28107,6475,32
2026-09-12T01:35:04Z,498592,I'm Only Sleeping,71001,6217,158
2026-09-12T01:35:04Z,24241,FINAL FANTASY XIV ONLINE,386,5958,726
2026-09-12T01:35:04Z,509663,Special Events,,5926,141
2026-09-12T01:35:04Z,459931,Old School RuneScape,79824,5860,237
2026-09-12T01:35:04Z,66082,Games + Demos,,5639,1100
2026-09-12T01:35:04Z,27546,World of Tanks,1184,5488,82
2026-09-12T01:35:04Z,670138298,Madden NFL 27,400379,4990,965
2026-09-12T01:35:04Z,263490,Rust,3277,4761,272
2026-09-12T01:35:04Z,386821,Black Desert,6292,4731,215
2026-09-12T01:35:04Z,272263131,"Animals, Aquariums, and Zoos",,4777,302
2026-09-12T01:35:04Z,511399,Super Mario Maker 2,115276,4566,27
2026-09-12T01:35:04Z,13332,Pokémon FireRed/LeafGreen,,4573,112
2026-09-12T01:35:04Z,456845141,Zenless Zone Zero,200551,3926,186
2026-09-12T01:35:04Z,31339,Project Zomboid,3189,4382,365
2026-09-12T01:35:04Z,1910993272,Bodycam,248994,3774,74
2026-09-12T01:35:04Z,624536948,EA Sports FC 26,353848,3852,878
2026-09-12T01:35:04Z,1931693784,Pokémon Champions,333568,4096,124
2026-09-12T01:35:04Z,1441208453,Once Human,204538,3826,839
2026-09-12T01:35:04Z,11557,The Legend of Zelda: Ocarina of Time,1029,4303,137
2026-09-12T01:35:04Z,493959,Red Dead Redemption II,25076,3731,441
2026-09-12T01:35:04Z,435870350,Dragon's Dogma II,115060,3725,25
