ts,game_id,langs_top10
2026-09-12T01:35:04Z,509658,en:168794|pt:26327|es:17937|ru:15905|fr:9250|zh:5906|ja:4763|de:4228|ko:1361|pl:1044
2026-09-12T01:35:04Z,32982,en:139362|pt:11058|fr:9213|de:3498|es:1874|ru:1317|it:611|other:123|no:86|el:49
2026-09-12T01:35:04Z,743893402,en:137306|pt:7302|zh:4852|ru:4075|fr:3060|de:2893|es:2312|ja:783|ar:333|pl:240
2026-09-12T01:35:04Z,21779,en:21676|es:12161|pt:7331|fr:2227|ja:2160|de:1692|zh:956|el:835|ru:412|pl:140
2026-09-12T01:35:04Z,1264310518,en:40407|es:5041|pt:2063|ja:177|ar:139|fr:118|de:110|ru:103|tl:28|other:11
2026-09-12T01:35:04Z,33214,en:34142|es:4018|pt:2143|fr:775|de:454|it:96|ja:66|sv:33|ar:31|da:19
2026-09-12T01:35:04Z,516575,en:18477|fr:7548|pt:5860|es:5812|de:2341|ja:1623|zh:1052|ar:719|ru:445|other:87
2026-09-12T01:35:04Z,32399,pt:12658|en:12628|ru:7338|es:1956|pl:1829|de:407|fi:178|fr:143|uk:99|sv:84
2026-09-12T01:35:04Z,509672,en:24693|fr:2755|de:2109|es:1205|pt:869|ru:736|other:425|da:337|zh:307|ja:245
2026-09-12T01:35:04Z,1290551545,pt:16478|es:12682|en:86
2026-09-12T01:35:04Z,508455,en:25845|es:1460|pt:1138|ru:555|ja:359|de:345|fr:271|pl:59|uk:47|hu:45
2026-09-12T01:35:04Z,511224,en:22501|ja:1387|es:771|pt:295|zh:290|fr:223|ru:174|ar:116|de:62|it:36
2026-09-12T01:35:04Z,27471,en:17543|es:2968|pt:2179|de:829|ru:396|fr:240|zh:145|ja:141|uk:29|pl:27
2026-09-12T01:35:04Z,29595,ru:15028|en:4966|pt:4400|es:308|th:30|uk:26|de:17|ja:10|tl:6|pl:6
2026-09-12T01:35:04Z,491487,en:14110|pt:2699|es:2682|fr:914|ja:420|ru:401|de:393|zh:229|ar:146|pl:75
2026-09-12T01:35:04Z,902998079,en:16862|es:4360|pt:1013|de:411|ru:200|fr:200|ar:31|ja:29|zh:3|pl:2
2026-09-12T01:35:04Z,327598602,en:17645|fr:830|pt:690|ja:240|es:231|zh:219|ru:156|de:155|ar:16|uk:13
2026-09-12T01:35:04Z,498566,en:10130|es:3775|de:3672|pt:3403|fr:273|no:250|sv:247|th:3|da:3|fi:1
2026-09-12T01:35:04Z,512710,en:12541|pt:3245|es:1920|fr:363|de:212|it:107|ar:55|ru:13|no:7|other:5
2026-09-12T01:35:04Z,602040818,en:13505|it:4088|fr:171|pt:45|es:30|de:22|other:11|ar:7|hu:2|zh:1
2026-09-12T01:35:04Z,18122,en:12804|pt:1561|es:972|ru:410|de:356|fr:129|zh:36|ar:33|pl:20|bg:17
2026-09-12T01:35:04Z,499973,en:13639|fr:1158|es:1051|de:690|ja:269|pt:18|ru:9|nl:2|bg:2|tr:1
2026-09-12T01:35:04Z,29452,pt:15021|en:843|es:431
2026-09-12T01:35:04Z,515025,en:9384|ja:1781|es:1233|pt:986|ar:404|fr:156|ru:89|zh:56|it:47|de:32
2026-09-12T01:35:04Z,491962037,de:13278|en:27|pt:11
2026-09-12T01:35:04Z,1357871551,en:6614|ru:1625|de:1502|es:703|pl:600|fr:280|pt:184|hu:136|fi:117|it:63
2026-09-12T01:35:04Z,512953,en:7871|de:2898|pt:213|es:180|ja:125|fr:92|ru:76|ar:56|fi:31|zh:20
2026-09-12T01:35:04Z,513143,en:6560|ja:2506|pt:759|es:500|zh:497|de:349|fr:256|it:220|ru:69|th:14
2026-09-12T01:35:04Z,19619,pt:10255|es:806|en:348|sv:19|pl:3|other:1
2026-09-12T01:35:04Z,509659,en:9844|es:610|fr:133|ja:124|pt:29|de:9|other:3|ru:2
2026-09-12T01:35:04Z,518203,en:9665|it:600|de:253|es:170|pt:64|fr:4|zh:2|nl:1|ja:1
2026-09-12T01:35:04Z,458781,en:7940|es:1489|pt:302|de:103|fr:100|ru:68|ja:51|pl:7|uk:6|other:6
2026-09-12T01:35:04Z,460630,en:6681|pt:1697|es:142|de:79|fr:70|it:29|zh:25|ja:24|hu:3|zh-hk:1
2026-09-12T01:35:04Z,26936,en:6471|fr:2012|de:207|ja:133|es:126|pt:64|zh:20|pl:14|it:11|other:9
2026-09-12T01:35:04Z,509660,en:6637|es:760|ja:413|zh:272|pt:245|fr:142|ru:121|de:22|it:15|other:10
2026-09-12T01:35:04Z,1669431183,en:6739|de:1580|fr:627|pt:30|es:16|hu:7|da:6|nl:4|ru:2|other:1
2026-09-12T01:35:04Z,27284,en:6504|pt:997|ru:562|es:470|ja:321|fr:141|fi:2|other:1|no:1
2026-09-12T01:35:04Z,2132205352,en:7028|ru:1236|pt:199|es:106|ja:55|fr:4|uk:0
